Time,Urine_Flow_Rate
0.02425551414489746,0.014822731006167478
0.02996039390563965,0.010953967183592086
0.034131526947021484,0.008245832507789314
0.034131526947021484,0.006350138234727372
0.4048581123352051,0.005023152243584013
1.1507627964019775,0.004094262049783662
1.90449857711792,0
1.946631908416748,0
2.6549360752105713,0
2.6949217319488525,0
4.154331207275391,0
4.194496393203735,0.36161805114149653
4.898655414581299,0.9983785628320314
5.657458782196045,1.3752905570499545
5.7084197998046875,1.7860721321531856
6.40568208694458,2.484802094433987
6.445672988891602,3.2778785554866197
7.158763647079468,4.220319187604884
7.209136962890625,5.169636449053622
7.912450551986694,6.214518565555393
8.658605337142944,7.004804364994833
9.40883731842041,7.656349546035384
10.157452583312988,7.9298184034968715
10.907527208328247,8.595972033432828
11.661491394042969,9.192859129312293
12.418674230575562,9.620454173379091
13.162587642669678,10.315635545531128
13.915995121002197,10.300042385589437
14.669328212738037,10.38612568910373
15.420021057128906,10.70204745161589
16.16165280342102,11.235518445318137
16.921682357788086,11.337247558251661
17.67200207710266,11.814991459829761
18.419960260391235,12.118863551029792
19.16938543319702,12.715876427216878
19.918598890304565,13.345721319510957
20.672640085220337,13.462889405011108
21.424244165420532,14.336557116420087
22.173024654388428,14.85054420605962
22.925419807434082,15.041403853396684
23.676453590393066,15.72811232582399
24.424732446670532,15.832382501236927
25.172967672348022,15.76363449983086
25.930179834365845,16.024047813900005
26.67935609817505,15.441940073815903
27.426296949386597,15.359097926901324
28.17745351791382,16.822752875009254
28.93470597267151,17.313232401956775
29.677345752716064,17.51136403859889
30.43585467338562,17.18296401611918
31.184475660324097,15.883961047155399
31.932488441467285,15.444444915120277
32.686259269714355,14.391711400106098
33.43129801750183,12.828259807294708
34.1887891292572,11.978238088062927
34.94073486328125,10.282922224028972
35.68828511238098,7.339566595262399
36.44111466407776,5.281766595239484
37.1901216506958,3.6974836013519026
37.93775725364685,2.4439226195111017
38.689382791519165,1.7112520883272289
39.44717216491699,1.050976584608921
40.194687366485596,0.5880925026466939
40.94653677940369,0.5490382168642599
41.69337248802185,0.5230217274990435
42.448981046676636,0.5021215704512729
43.194737672805786,0.34637454385686534
43.94719338417053,0
44.69616985321045,0
45.446805000305176,0
46.20402669906616,0
46.94834756851196,0
47.697569847106934,0.11020501222691519
48.453970432281494,0.3619548220129955
49.19831132888794,0.39503569595503396
49.952157497406006,0.41973710640519607
50.69800138473511,0.5802927467464271
52.208399295806885,0.6907019009943232
52.95467257499695,1.050859396176522
53.70784664154053,0.5964935929866859
54.4599187374115,0.5617394458193472
55.20444369316101,0.3948222807421011
55.95561718940735,0.2776981257817307
56.70438027381897,0.051571147750238897
57.45671081542969,0
58.21247434616089,0
